IE_XML_ID;IE_NAME;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_CODE;IE_DETAIL_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IP_PROP71;IP_PROP72;IP_PROP73;IP_PROP74;IP_PROP265;IP_PROP61;IP_PROP330;IP_PROP331;IP_PROP332;IP_PROP333;IP_PROP334;IP_PROP335;IP_PROP339;IP_PROP336;IP_PROP337;IP_PROP340;IP_PROP341;IP_PROP342;IP_PROP343;IP_PROP338;IP_PROP344;IP_PROP345;IP_PROP346;IP_PROP347;IP_PROP348;IP_PROP349;CV_PRICE_1;CV_CURRENCY_1
3772;Ванна моечная с рабочей поверхностью ВСРП-С-5/10-П (1000х700х850);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;;html;vanna-moechnaya-s-rabochej-poverxnostyu-vsrp-s-5-10-p-1000x700x850;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;Ванна моечная с рабочей поверхностью;850;700;1000;ООО «АССУМ»;Россия;296;;сварная (нержавеющая сталь AISI 430. 1 мм);есть;уголок 40х40 (оцинковая сталь. 1.5 мм);4 стороны (оцинкованная сталь. 0.7 мм);есть;;;;;;;;;;;нержавеющая сталь (AISI 430. 1 мм);;;;15 830;RUB
3773;Ванна моечная с рабочей поверхностью ВСРП-С-5/12-Л (1200х700х850);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;;html;vanna-moechnaya-s-rabochej-poverxnostyu-vsrp-s-5-12-l-1200x700x850;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;Ванна моечная с рабочей поверхностью;850;700;1200;ООО «АССУМ»;Россия;296;;сварная (нержавеющая сталь AISI 430. 1 мм);есть;уголок 40х40 (оцинковая сталь. 1.5 мм);4 стороны (оцинкованная сталь. 0.7 мм);есть;;;;;;;;;;;нержавеющая сталь (AISI 430. 1 мм);;;;17 187;RUB
3774;Ванна моечная с рабочей поверхностью ВСРП-С-5/12-П (1200х700х850);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;;html;vanna-moechnaya-s-rabochej-poverxnostyu-vsrp-s-5-12-p-1200x700x850;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;Ванна моечная с рабочей поверхностью;850;700;1200;ООО «АССУМ»;Россия;296;;сварная (нержавеющая сталь AISI 430. 1 мм);есть;уголок 40х40 (оцинковая сталь. 1.5 мм);4 стороны (оцинкованная сталь. 0.7 мм);есть;;;;;;;;;;;нержавеющая сталь (AISI 430. 1 мм);;;;17 187;RUB
3775;Ванна моечная с рабочей поверхностью ВСРП-С-5/15-Л (1500х700х850);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;;html;vanna-moechnaya-s-rabochej-poverxnostyu-vsrp-s-5-15-l-1500x700x850;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;Ванна моечная с рабочей поверхностью;850;700;1500;ООО «АССУМ»;Россия;296;;сварная (нержавеющая сталь AISI 430. 1 мм);есть;уголок 40х40 (оцинковая сталь. 1.5 мм);4 стороны (оцинкованная сталь. 0.7 мм);есть;;;;;;;;;;;;;;;19 003;RUB
3776;Ванна моечная с рабочей поверхностью ВСРП-С-5/15-П (1500х700х850);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;;html;vanna-moechnaya-s-rabochej-poverxnostyu-vsrp-s-5-15-p-1500x700x850;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;Ванна моечная с рабочей поверхностью;850;700;1500;ООО «АССУМ»;Россия;296;;сварная (нержавеющая сталь AISI 430. 1 мм);есть;уголок 40х40 (оцинковая сталь. 1.5 мм);;есть;;;;;;;;;;;;;;;19 003;RUB
3777;Ванна моечная с рабочей поверхностью ВСРП-С-6/10-Л (1000х800х850);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;;html;vanna-moechnaya-s-rabochej-poverxnostyu-vsrp-s-6-10-l-1000x800x850;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;Ванна моечная с рабочей поверхностью;850;800;1000;ООО «АССУМ»;Россия;296;;сварная (нержавеющая сталь AISI 430. 1 мм);есть;уголок 40х40 (оцинковая сталь. 1.5 мм);4 стороны (оцинкованная сталь. 0.7 мм);есть;;;;;;;;заглушка для отверстия под смеситель;;;нержавеющая сталь (AISI 430. 1 мм);;;;19 078;RUB
3778;Ванна моечная с рабочей поверхностью ВСРП-С-6/10-П (1000х800х850);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;;html;vanna-moechnaya-s-rabochej-poverxnostyu-vsrp-s-6-10-p-1000x800x850;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;Ванна моечная с рабочей поверхностью;850;800;1000;ООО «АССУМ»;Россия;296;;сварная (нержавеющая сталь AISI 430. 1 мм);есть;уголок 40х40 (оцинковая сталь. 1.5 мм);4 стороны (оцинкованная сталь. 0.7 мм);есть;;;;;;;;заглушка для отверстия под смеситель;;;нержавеющая сталь (AISI 430. 1 мм);;;;19 078;RUB
3779;Ванна моечная с рабочей поверхностью ВСРП-С-6/12-Л (1200х800х850);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;;html;vanna-moechnaya-s-rabochej-poverxnostyu-vsrp-s-6-12-l-1200x800x850;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;Ванна моечная с рабочей поверхностью;850;800;1200;ООО «АССУМ»;Россия;296;;сварная (нержавеющая сталь AISI 430. 1 мм);есть;уголок 40х40 (оцинковая сталь. 1.5 мм);4 стороны (оцинкованная сталь. 0.7 мм);есть;;;;;;;;;;;нержавеющая сталь (AISI 430. 1 мм);;;;20 371;RUB
3780;Ванна моечная с рабочей поверхностью ВСРП-С-6/12-П (1200х800х850);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;;html;vanna-moechnaya-s-rabochej-poverxnostyu-vsrp-s-6-12-p-1200x800x850;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;Ванна моечная с рабочей поверхностью;850;800;1200;ООО «АССУМ»;Россия;296;;сварная (нержавеющая сталь AISI 430. 1 мм);есть;уголок 40х40 (оцинковая сталь. 1.5 мм);4 стороны (оцинкованная сталь. 0.7 мм);есть;;;;;;;;;;;нержавеющая сталь (AISI 430. 1 мм);;;;20 371;RUB
3781;Ванна моечная с рабочей поверхностью ВСРП-С-6/15-Л (1500х800х850);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;;html;vanna-moechnaya-s-rabochej-poverxnostyu-vsrp-s-6-15-l-1500x800x850;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;Ванна моечная с рабочей поверхностью;850;800;1500;ООО «АССУМ»;Россия;296;;сварная (нержавеющая сталь AISI 430. 1 мм);есть;уголок 40х40 (оцинковая сталь. 1.5 мм);4 стороны (оцинкованная сталь. 0.7 мм);есть;;;;;;;;;;;нержавеющая сталь (AISI 430. 1 мм);;;;22 541;RUB
3782;Ванна моечная с рабочей поверхностью ВСРП-С-6/15-П (1500х800х850);https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;;html;vanna-moechnaya-s-rabochej-poverxnostyu-vsrp-s-6-15-p-1500x800x850;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;Ванна моечная с рабочей поверхностью;850;800;1500;ООО «АССУМ»;Россия;296;;сварная (нержавеющая сталь AISI 430. 1 мм);есть;уголок 40х40 (оцинковая сталь. 1.5 мм);4 стороны (оцинкованная сталь. 0.7 мм);есть;;;;;;;;;;;нержавеющая сталь (AISI 430. 1 мм);;;;22 541;RUB
3784;Ванна моечная с рабочей поверхностью ВСРП-П-4/10-Л;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;;html;vanna-moechnaja-s-rabochej-poverhnostju-vsrp-p-4-10-l;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;Ванна моечная с рабочей поверхностью. Ванну устанавливают в отделе заготовок и моечных на предприятиях общепита. На столешницу можно ставить инвентарь после процедуры мойки. В результате необходимость в разделочном столе просто отпадает.;850;600;1000;ООО «АССУМ»;Россия;296;;сварная (нержавеющая сталь AISI 430. 1 мм);есть;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);4 стороны (оцинкованная сталь. 0.7 мм);есть;;;;;;;;заглушка для отверстия под смеситель;;;нержавеющая сталь (AISI 430. 1 мм);;;;15 677;RUB
3785;Ванна моечная с рабочей поверхностью ВСРП-П-4/10-П;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;;html;vanna-moechnaja-s-rabochej-poverhnostju-vsrp-p-4-10-p;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;Ванна моечная с рабочей поверхностью. Ванну с рабочей поверхностью устанавливают в отделе заготовок и моечных на предприятиях общепита. На столешницу можно ставить инвентарь после процедуры мойки. В результате необходимость в разделочном столе просто отпадает.;850;600;1000;ООО «АССУМ»;Россия;296;;сварная (нержавеющая сталь AISI 430. 1 мм);есть;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);4 стороны (оцинкованная сталь. 0.7 мм);есть;;;;;;;;заглушка для отверстия под смеситель;;;нержавеющая сталь (AISI 430. 1 мм);;;;15 677;RUB
3786;Ванна моечная с рабочей поверхностью ВСРП-П-4/12-Л;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;;html;vanna-moechnaja-s-rabochej-poverhnostju-vsrp-p-4-12-l;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;Ванна моечная с рабочей поверхностью. Ванну с рабочей поверхностью устанавливают в отделе заготовок и моечных на предприятиях общепита. На столешницу можно ставить инвентарь после процедуры мойки. В результате необходимость в разделочном столе просто отпадает.;850;600;1200;ООО «АССУМ»;Россия;296;;сварная (нержавеющая сталь AISI 430. 1 мм);есть;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);4 стороны (оцинкованная сталь. 0.7 мм);есть;;;;;;;;заглушка для отверстия под смеситель;;;нержавеющая сталь (AISI 430. 1 мм);;;;17 120;RUB
3787;Ванна моечная с рабочей поверхностью ВСРП-П-4/12-П;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;;html;vanna-moechnaja-s-rabochej-poverhnostju-vsrp-p-4-12-p;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;Ванна моечная с рабочей поверхностью. Ванну с рабочей поверхностью устанавливают в отделе заготовок и моечных на предприятиях общепита. На столешницу можно ставить инвентарь после процедуры мойки. В результате необходимость в разделочном столе просто отпадает.;850;600;1200;ООО «АССУМ»;Россия;296;;сварная (нержавеющая сталь AISI 430. 1 мм);есть;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);4 стороны (оцинкованная сталь. 0.7 мм);есть;;;;;;;;заглушка для отверстия под смеситель;;;нержавеющая сталь (AISI 430. 1 мм);;;;17 120;RUB
3788;Ванна моечная с рабочей поверхностью ВСРП-П-4/15-Л;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;;html;vanna-moechnaja-s-rabochej-poverhnostju-vsrp-p-4-15-l;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;Ванна моечная с рабочей поверхностью. Ванну с рабочей поверхностью устанавливают в отделе заготовок и моечных на предприятиях общепита. На столешницу можно ставить инвентарь после процедуры мойки. В результате необходимость в разделочном столе просто отпадает.;850;600;1500;ООО «АССУМ»;Россия;296;;сварная (нержавеющая сталь AISI 430. 1 мм);есть;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);4 стороны (оцинкованная сталь. 0.7 мм);есть;;;;;;;;заглушка для отверстия под смеситель;;;нержавеющая сталь (AISI 430. 1 мм);;;;19 877;RUB
3789;Ванна моечная с рабочей поверхностью ВСРП-П-4/15-П;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;;html;vanna-moechnaja-s-rabochej-poverhnostju-vsrp-p-4-15-p;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;Ванна моечная с рабочей поверхностью. Ванну с рабочей поверхностью устанавливают в отделе заготовок и моечных на предприятиях общепита. На столешницу можно ставить инвентарь после процедуры мойки. В результате необходимость в разделочном столе просто отпадает.;850;600;1500;ООО «АССУМ»;Россия;296;;сварная (нержавеющая сталь AISI 430. 1 мм);есть;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);4 стороны (оцинкованная сталь. 0.7 мм);есть;;;;;;;;заглушка для отверстия под смеситель;;;нержавеющая сталь (AISI 430. 1 мм);;;;19 877;RUB
3790;Ванна моечная с рабочей поверхностью ВСРП-П-5/10-Л;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;;html;vanna-moechnaja-s-rabochej-poverhnostju-vsrp-p-5-10-l;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;Ванна моечная с рабочей поверхностью. Ванну с рабочей поверхностью устанавливают в отделе заготовок и моечных на предприятиях общепита. На столешницу можно ставить инвентарь после процедуры мойки. В результате необходимость в разделочном столе просто отпадает.;850;700;1000;ООО «АССУМ»;Россия;296;;сварная (нержавеющая сталь AISI 430. 1 мм);есть;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);4 стороны (оцинкованная сталь. 0.7 мм);есть;;;;;;;;заглушка для отверстия под смеситель;;;нержавеющая сталь (AISI 430. 1 мм);;;;18 703;RUB
3791;Ванна моечная с рабочей поверхностью ВСРП-П-5/10-П;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;;html;vanna-moechnaja-s-rabochej-poverhnostju-vsrp-p-5-10-p;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;Ванна моечная с рабочей поверхностью. Ванну с рабочей поверхностью устанавливают в отделе заготовок и моечных на предприятиях общепита. На столешницу можно ставить инвентарь после процедуры мойки. В результате необходимость в разделочном столе просто отпадает.;850;700;1000;ООО «АССУМ»;Россия;296;;сварная (нержавеющая сталь AISI 430. 1 мм);есть;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);4 стороны (оцинкованная сталь. 0.7 мм);есть;;;;;;;;заглушка для отверстия под смеситель;;;нержавеющая сталь (AISI 430. 1 мм);;;;18 703;RUB
3792;Ванна моечная с рабочей поверхностью ВСРП-П-5/12-Л;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;;html;vanna-moechnaja-s-rabochej-poverhnostju-vsrp-p-5-12-l;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;Ванна моечная с рабочей поверхностью. Ванну с рабочей поверхностью устанавливают в отделе заготовок и моечных на предприятиях общепита. На столешницу можно ставить инвентарь после процедуры мойки. В результате необходимость в разделочном столе просто отпадает.;850;700;1200;ООО «АССУМ»;Россия;296;;сварная (нержавеющая сталь AISI 430. 1 мм);;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);4 стороны (оцинкованная сталь. 0.7 мм);есть;;;;;;;;заглушка для отверстия под смеситель;;;нержавеющая сталь (AISI 430. 1 мм);;;;19 997;RUB
3793;Ванна моечная с рабочей поверхностью ВСРП-П-5/12-П;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;;html;vanna-moechnaja-s-rabochej-poverhnostju-vsrp-p-5-12-p;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;Ванна моечная с рабочей поверхностью. Ванну с рабочей поверхностью устанавливают в отделе заготовок и моечных на предприятиях общепита. На столешницу можно ставить инвентарь после процедуры мойки. В результате необходимость в разделочном столе просто отпадает.;850;700;1200;ООО «АССУМ»;Россия;296;;сварная (нержавеющая сталь AISI 430. 1 мм);есть;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);4 стороны (оцинкованная сталь. 0.7 мм);есть;;;;;;;;заглушка для отверстия под смеситель;;;нержавеющая сталь (AISI 430. 1 мм);;;;19 997;RUB
3794;Ванна моечная с рабочей поверхностью ВСРП-П-5/15-Л;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;;html;vanna-moechnaja-s-rabochej-poverhnostju-vsrp-p-5-15-l;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;Ванна моечная с рабочей поверхностью. Ванну с рабочей поверхностью устанавливают в отделе заготовок и моечных на предприятиях общепита. На столешницу можно ставить инвентарь после процедуры мойки. В результате необходимость в разделочном столе просто отпадает.;850;700;1500;ООО «АССУМ»;Россия;296;;сварная (нержавеющая сталь AISI 430. 1 мм);есть;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);4 стороны (оцинкованная сталь. 0.7 мм);есть;;;;;;;;заглушка для отверстия под смеситель;;;нержавеющая сталь (AISI 430. 1 мм);;;;21 937;RUB
3795;Ванна моечная с рабочей поверхностью ВСРП-П-5/15-П;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;;html;vanna-moechnaja-s-rabochej-poverhnostju-vsrp-p-5-15-p;html;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img,w_600,h_600/https://assum.ru/wp-content/uploads/2021/04/04.png;Ванна моечная с рабочей поверхностью. Ванну с рабочей поверхностью устанавливают в отделе заготовок и моечных на предприятиях общепита. На столешницу можно ставить инвентарь после процедуры мойки. В результате необходимость в разделочном столе просто отпадает.;850;700;1500;ООО «АССУМ»;Россия;296;;сварная (нержавеющая сталь AISI 430. 1 мм);есть;уголок 40х40 (нержавеющая сталь AISI 430. 1.5 мм);4 стороны (оцинкованная сталь. 0.7 мм);есть;;;;;;;;заглушка для отверстия под смеситель;;;нержавеющая сталь (AISI 430. 1 мм);;;;21 937;RUB
