IE_XML_ID;IE_NAME;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_CODE;IE_DETAIL_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IP_PROP59;IP_PROP64;IP_PROP71;IP_PROP72;IP_PROP73;IP_PROP77;IP_PROP80;IP_PROP81;IP_PROP82;IP_PROP83;IP_PROP74;IP_PROP265;IP_PROP305;IP_PROP282;IP_PROP284;IC_GROUP0;IC_GROUP1;IC_GROUP2;CV_PRICE_1;CV_CURRENCY_1
1804;Брелки 1\20;https://www.safe.ru/upload/resize_cache/iblock/925/240_240_1/brelki_min.jpg;;html;brelok-1-20;html;https://www.safe.ru/upload/iblock/712/brelki_big.jpg;"<div class=""text-block""><ul><li>Предназначен для маркировки и идентификации ключей</li><li>Имеет информационное окно в виде прозрачной пластиковой вставки и сменного бумажного формуляра</li><li>Изготовлен из качественного первичного полипропилена</li><li>Имеет присоединительное никелированное металлическое кольцо для надежного крепления к ключу</li><li>Продается упаковками по 20 шт. В одной упаковке пять цветов</li></ul> </div>";https://www.safe.ru/upload/iblock/8a5/brelki_1.jpg;;52;22;3;;;Красный, синий, зеленый, желтый, черный –по 4 шт. каждого вида;;;ПРОМЕТ;;;;;Другая продукция;Ключницы;Ключницы AIKO KEY;120;RUB
1805;Ключница KEY-35EL;https://www.safe.ru/upload/resize_cache/iblock/ca5/240_240_1/KEY-35EL-priwie.jpg;;html;klyuchnitsa-key-35el;html;https://www.safe.ru/upload/iblock/1c8/KEY-35EL.JPG;"<div class=""text-block""><p>Предназначены для упорядоченного размещения и защиты от несанкционированного использования ключей.</p><ul><li>Размещаются стационарно на стене, в корпусе предусмотрены отверстия для крепления</li><li>Изготовлены из стали 0,9 мм</li><li>Оснащены металлическими крючками для навешивания ключей</li><li>Кодовый электронный замок PLS-3.2</li><li>Количество крючков для ключей - 35 шт.</li><li>В комплект ключниц входят пластиковые цветные брелоки, рассчитанные на количество ключей и самоклеящиеся номерки</li></ul> </div>";https://www.safe.ru/upload/iblock/ca5/KEY-35EL-priwie.jpg;https://yarskmebel.tmweb.ru/upload/docs/Отказное письмо Ключница KEY-35EL.pdf;300;355;66;3.3;;серый полуматовый (RAL 7038);порошковое;1 год;ПРОМЕТ;;;;;Другая продукция;Ключницы;Ключницы с кодовым замком AIKO KEY EL;6 375;RUB
1805;Ключница KEY-35EL;https://www.safe.ru/upload/resize_cache/iblock/ca5/240_240_1/KEY-35EL-priwie.jpg;;html;klyuchnitsa-key-35el;html;https://www.safe.ru/upload/iblock/1c8/KEY-35EL.JPG;"<div class=""text-block""><p>Предназначены для упорядоченного размещения и защиты от несанкционированного использования ключей.</p><ul><li>Размещаются стационарно на стене, в корпусе предусмотрены отверстия для крепления</li><li>Изготовлены из стали 0,9 мм</li><li>Оснащены металлическими крючками для навешивания ключей</li><li>Кодовый электронный замок PLS-3.2</li><li>Количество крючков для ключей - 35 шт.</li><li>В комплект ключниц входят пластиковые цветные брелоки, рассчитанные на количество ключей и самоклеящиеся номерки</li></ul> </div>";https://www.safe.ru/upload/iblock/075/KEY-35EL-2.JPG;https://yarskmebel.tmweb.ru/upload/docs/Отказное письмо Ключница KEY-35EL.pdf;300;355;66;3.3;;серый полуматовый (RAL 7038);порошковое;1 год;ПРОМЕТ;;;;;Другая продукция;Ключницы;Ключницы с кодовым замком AIKO KEY EL;6 375;RUB
1805;Ключница KEY-35EL;https://www.safe.ru/upload/resize_cache/iblock/ca5/240_240_1/KEY-35EL-priwie.jpg;;html;klyuchnitsa-key-35el;html;https://www.safe.ru/upload/iblock/1c8/KEY-35EL.JPG;"<div class=""text-block""><p>Предназначены для упорядоченного размещения и защиты от несанкционированного использования ключей.</p><ul><li>Размещаются стационарно на стене, в корпусе предусмотрены отверстия для крепления</li><li>Изготовлены из стали 0,9 мм</li><li>Оснащены металлическими крючками для навешивания ключей</li><li>Кодовый электронный замок PLS-3.2</li><li>Количество крючков для ключей - 35 шт.</li><li>В комплект ключниц входят пластиковые цветные брелоки, рассчитанные на количество ключей и самоклеящиеся номерки</li></ul> </div>";https://www.safe.ru/upload/iblock/ca5/KEY-35EL-priwie.jpg;https://yarskmebel.tmweb.ru/upload/docs/Отказное письмо Ключница KEY-35EL.pdf;300;355;66;3.3;;серый полуматовый (RAL 7038);порошковое;1 год;ПРОМЕТ;;;;;Другая продукция;Ключницы;Ключницы с кодовым замком AIKO KEY EL;6 375;RUB
1806;Ключница KEY-55EL;https://www.safe.ru/upload/resize_cache/iblock/5db/240_240_1/KEY-55EL-priwie.jpg;;html;klyuchnitsa-key-55el;html;https://www.safe.ru/upload/iblock/672/KEY-55EL.JPG;"<div class=""text-block""><p>Предназначены для упорядоченного размещения и защиты от несанкционированного использования ключей.</p><ul><li>Размещаются стационарно на стене, в корпусе предусмотрены отверстия для крепления</li><li>Изготовлены из стали 0,9 мм</li><li>Оснащены металлическими крючками для навешивания ключей</li><li>Кодовый электронный замок PLS-3.2</li><li>Количество крючков для ключей - 55 шт.</li><li>В комплект ключниц входят пластиковые цветные брелоки, рассчитанные на количество ключей и самоклеящиеся номерки</li></ul> </div>";https://www.safe.ru/upload/iblock/5db/KEY-55EL-priwie.jpg;https://yarskmebel.tmweb.ru/upload/docs/Отказное письмо Ключница KEY-55EL.pdf;400;355;66;4.2;;серый полуматовый (RAL 7038);порошковое;1 год;ПРОМЕТ;;;;;Другая продукция;Ключницы;Ключницы с кодовым замком AIKO KEY EL;7 275;RUB
1806;Ключница KEY-55EL;https://www.safe.ru/upload/resize_cache/iblock/5db/240_240_1/KEY-55EL-priwie.jpg;;html;klyuchnitsa-key-55el;html;https://www.safe.ru/upload/iblock/672/KEY-55EL.JPG;"<div class=""text-block""><p>Предназначены для упорядоченного размещения и защиты от несанкционированного использования ключей.</p><ul><li>Размещаются стационарно на стене, в корпусе предусмотрены отверстия для крепления</li><li>Изготовлены из стали 0,9 мм</li><li>Оснащены металлическими крючками для навешивания ключей</li><li>Кодовый электронный замок PLS-3.2</li><li>Количество крючков для ключей - 55 шт.</li><li>В комплект ключниц входят пластиковые цветные брелоки, рассчитанные на количество ключей и самоклеящиеся номерки</li></ul> </div>";https://www.safe.ru/upload/iblock/12d/KEY-55EL-2.JPG;https://yarskmebel.tmweb.ru/upload/docs/Отказное письмо Ключница KEY-55EL.pdf;400;355;66;4.2;;серый полуматовый (RAL 7038);порошковое;1 год;ПРОМЕТ;;;;;Другая продукция;Ключницы;Ключницы с кодовым замком AIKO KEY EL;7 275;RUB
1806;Ключница KEY-55EL;https://www.safe.ru/upload/resize_cache/iblock/5db/240_240_1/KEY-55EL-priwie.jpg;;html;klyuchnitsa-key-55el;html;https://www.safe.ru/upload/iblock/672/KEY-55EL.JPG;"<div class=""text-block""><p>Предназначены для упорядоченного размещения и защиты от несанкционированного использования ключей.</p><ul><li>Размещаются стационарно на стене, в корпусе предусмотрены отверстия для крепления</li><li>Изготовлены из стали 0,9 мм</li><li>Оснащены металлическими крючками для навешивания ключей</li><li>Кодовый электронный замок PLS-3.2</li><li>Количество крючков для ключей - 55 шт.</li><li>В комплект ключниц входят пластиковые цветные брелоки, рассчитанные на количество ключей и самоклеящиеся номерки</li></ul> </div>";https://www.safe.ru/upload/iblock/5db/KEY-55EL-priwie.jpg;https://yarskmebel.tmweb.ru/upload/docs/Отказное письмо Ключница KEY-55EL.pdf;400;355;66;4.2;;серый полуматовый (RAL 7038);порошковое;1 год;ПРОМЕТ;;;;;Другая продукция;Ключницы;Ключницы с кодовым замком AIKO KEY EL;7 275;RUB
1807;Ключница KEY-75EL;https://www.safe.ru/upload/resize_cache/iblock/499/240_240_1/KEY-75EL-priwie.jpg;;html;klyuchnitsa-key-75el;html;https://www.safe.ru/upload/iblock/2ae/KEY-75EL.JPG;"<div class=""text-block""><p>Предназначены для упорядоченного размещения и защиты от несанкционированного использования ключей.</p><ul><li>Размещаются стационарно на стене, в корпусе предусмотрены отверстия для крепления</li><li>Изготовлены из стали 0,9 мм</li><li>Оснащены металлическими крючками для навешивания ключей</li><li>Кодовый электронный замок PLS-3.2</li><li>Количество крючков для ключей - 75 шт.</li><li>В комплект ключниц входят пластиковые цветные брелоки, рассчитанные на количество ключей и самоклеящиеся номерки</li></ul> </div>";https://www.safe.ru/upload/iblock/499/KEY-75EL-priwie.jpg;https://yarskmebel.tmweb.ru/upload/docs/Отказное письмо Ключница KEY-75EL.pdf;500;355;66;5.1;;серый полуматовый (RAL 7038);порошковое;1 год;ПРОМЕТ;;;;;Другая продукция;Ключницы;Ключницы с кодовым замком AIKO KEY EL;8 635;RUB
1807;Ключница KEY-75EL;https://www.safe.ru/upload/resize_cache/iblock/499/240_240_1/KEY-75EL-priwie.jpg;;html;klyuchnitsa-key-75el;html;https://www.safe.ru/upload/iblock/2ae/KEY-75EL.JPG;"<div class=""text-block""><p>Предназначены для упорядоченного размещения и защиты от несанкционированного использования ключей.</p><ul><li>Размещаются стационарно на стене, в корпусе предусмотрены отверстия для крепления</li><li>Изготовлены из стали 0,9 мм</li><li>Оснащены металлическими крючками для навешивания ключей</li><li>Кодовый электронный замок PLS-3.2</li><li>Количество крючков для ключей - 75 шт.</li><li>В комплект ключниц входят пластиковые цветные брелоки, рассчитанные на количество ключей и самоклеящиеся номерки</li></ul> </div>";https://www.safe.ru/upload/iblock/c2a/KEY-75EK-2.JPG;https://yarskmebel.tmweb.ru/upload/docs/Отказное письмо Ключница KEY-75EL.pdf;500;355;66;5.1;;серый полуматовый (RAL 7038);порошковое;1 год;ПРОМЕТ;;;;;Другая продукция;Ключницы;Ключницы с кодовым замком AIKO KEY EL;8 635;RUB
1807;Ключница KEY-75EL;https://www.safe.ru/upload/resize_cache/iblock/499/240_240_1/KEY-75EL-priwie.jpg;;html;klyuchnitsa-key-75el;html;https://www.safe.ru/upload/iblock/2ae/KEY-75EL.JPG;"<div class=""text-block""><p>Предназначены для упорядоченного размещения и защиты от несанкционированного использования ключей.</p><ul><li>Размещаются стационарно на стене, в корпусе предусмотрены отверстия для крепления</li><li>Изготовлены из стали 0,9 мм</li><li>Оснащены металлическими крючками для навешивания ключей</li><li>Кодовый электронный замок PLS-3.2</li><li>Количество крючков для ключей - 75 шт.</li><li>В комплект ключниц входят пластиковые цветные брелоки, рассчитанные на количество ключей и самоклеящиеся номерки</li></ul> </div>";https://www.safe.ru/upload/iblock/499/KEY-75EL-priwie.jpg;https://yarskmebel.tmweb.ru/upload/docs/Отказное письмо Ключница KEY-75EL.pdf;500;355;66;5.1;;серый полуматовый (RAL 7038);порошковое;1 год;ПРОМЕТ;;;;;Другая продукция;Ключницы;Ключницы с кодовым замком AIKO KEY EL;8 635;RUB
1808;Ключница KEY-95EL;https://www.safe.ru/upload/resize_cache/iblock/524/240_240_1/KEY-95EL-priwie.jpg;;html;klyuchnitsa-key-95el;html;https://www.safe.ru/upload/iblock/639/KEY-95EL.JPG;"<div class=""text-block""><p>Предназначены для упорядоченного размещения и защиты от несанкционированного использования ключей.</p><ul><li>Размещаются стационарно на стене, в корпусе предусмотрены отверстия для крепления</li><li>Изготовлены из стали 0,9 мм</li><li>Оснащены металлическими крючками для навешивания ключей</li><li>Кодовый электронный замок PLS-3.2</li><li>Количество крючков для ключей - 95 шт.</li><li>В комплект ключниц входят пластиковые цветные брелоки, рассчитанные на количество ключей и самоклеящиеся номерки</li></ul> </div>";https://www.safe.ru/upload/iblock/524/KEY-95EL-priwie.jpg;https://yarskmebel.tmweb.ru/upload/docs/Отказное письмо Ключница KEY-95EL.pdf;600;355;66;6;;серый полуматовый (RAL 7038);порошковое;1 год;ПРОМЕТ;;;;;Другая продукция;Ключницы;Ключницы с кодовым замком AIKO KEY EL;9 685;RUB
1808;Ключница KEY-95EL;https://www.safe.ru/upload/resize_cache/iblock/524/240_240_1/KEY-95EL-priwie.jpg;;html;klyuchnitsa-key-95el;html;https://www.safe.ru/upload/iblock/639/KEY-95EL.JPG;"<div class=""text-block""><p>Предназначены для упорядоченного размещения и защиты от несанкционированного использования ключей.</p><ul><li>Размещаются стационарно на стене, в корпусе предусмотрены отверстия для крепления</li><li>Изготовлены из стали 0,9 мм</li><li>Оснащены металлическими крючками для навешивания ключей</li><li>Кодовый электронный замок PLS-3.2</li><li>Количество крючков для ключей - 95 шт.</li><li>В комплект ключниц входят пластиковые цветные брелоки, рассчитанные на количество ключей и самоклеящиеся номерки</li></ul> </div>";https://www.safe.ru/upload/iblock/795/KEY-95EL-2.JPG;https://yarskmebel.tmweb.ru/upload/docs/Отказное письмо Ключница KEY-95EL.pdf;600;355;66;6;;серый полуматовый (RAL 7038);порошковое;1 год;ПРОМЕТ;;;;;Другая продукция;Ключницы;Ключницы с кодовым замком AIKO KEY EL;9 685;RUB
1808;Ключница KEY-95EL;https://www.safe.ru/upload/resize_cache/iblock/524/240_240_1/KEY-95EL-priwie.jpg;;html;klyuchnitsa-key-95el;html;https://www.safe.ru/upload/iblock/639/KEY-95EL.JPG;"<div class=""text-block""><p>Предназначены для упорядоченного размещения и защиты от несанкционированного использования ключей.</p><ul><li>Размещаются стационарно на стене, в корпусе предусмотрены отверстия для крепления</li><li>Изготовлены из стали 0,9 мм</li><li>Оснащены металлическими крючками для навешивания ключей</li><li>Кодовый электронный замок PLS-3.2</li><li>Количество крючков для ключей - 95 шт.</li><li>В комплект ключниц входят пластиковые цветные брелоки, рассчитанные на количество ключей и самоклеящиеся номерки</li></ul> </div>";https://www.safe.ru/upload/iblock/524/KEY-95EL-priwie.jpg;https://yarskmebel.tmweb.ru/upload/docs/Отказное письмо Ключница KEY-95EL.pdf;600;355;66;6;;серый полуматовый (RAL 7038);порошковое;1 год;ПРОМЕТ;;;;;Другая продукция;Ключницы;Ключницы с кодовым замком AIKO KEY EL;9 685;RUB
1809;Ключница KEY-195EL;https://www.safe.ru/upload/resize_cache/iblock/c4e/240_240_1/KEY-195EL-priwie.jpg;;html;klyuchnitsa-key-195el;html;https://www.safe.ru/upload/iblock/a6e/KEY-195EL.JPG;"<div class=""text-block""><p>Предназначены для упорядоченного размещения и защиты от несанкционированного использования ключей.</p><br/><ul><br/><li>Размещаются стационарно на стене, в корпусе предусмотрены отверстия для крепления</li><br/><li>Изготовлены из стали 0,9 мм</li><br/><li>Оснащены металлическими крючками для навешивания ключей</li><br/><li>Кодовый электронный замок PLS-3.2</li><br/><li>Количество крючков для ключей - 195 шт.</li><br/><li>В комплект ключниц входят пластиковые цветные брелоки, рассчитанные на количество ключей и самоклеящиеся номерки</li><br/></ul> </div>";https://www.safe.ru/upload/iblock/c4e/KEY-195EL-priwie.jpg;https://yarskmebel.tmweb.ru/upload/docs/Отказное письмо Ключница KEY-195EL.pdf;600;355;98;9.8;;серый полуматовый (RAL 7038);порошковое;1 год;ПРОМЕТ;;;;;Другая продукция;Ключницы;Ключницы с кодовым замком AIKO KEY EL;16 265;RUB
1809;Ключница KEY-195EL;https://www.safe.ru/upload/resize_cache/iblock/c4e/240_240_1/KEY-195EL-priwie.jpg;;html;klyuchnitsa-key-195el;html;https://www.safe.ru/upload/iblock/a6e/KEY-195EL.JPG;"<div class=""text-block""><p>Предназначены для упорядоченного размещения и защиты от несанкционированного использования ключей.</p><br/><ul><br/><li>Размещаются стационарно на стене, в корпусе предусмотрены отверстия для крепления</li><br/><li>Изготовлены из стали 0,9 мм</li><br/><li>Оснащены металлическими крючками для навешивания ключей</li><br/><li>Кодовый электронный замок PLS-3.2</li><br/><li>Количество крючков для ключей - 195 шт.</li><br/><li>В комплект ключниц входят пластиковые цветные брелоки, рассчитанные на количество ключей и самоклеящиеся номерки</li><br/></ul> </div>";https://www.safe.ru/upload/iblock/9e7/KEY-195EL-2.JPG;https://yarskmebel.tmweb.ru/upload/docs/Отказное письмо Ключница KEY-195EL.pdf;600;355;98;9.8;;серый полуматовый (RAL 7038);порошковое;1 год;ПРОМЕТ;;;;;Другая продукция;Ключницы;Ключницы с кодовым замком AIKO KEY EL;16 265;RUB
1809;Ключница KEY-195EL;https://www.safe.ru/upload/resize_cache/iblock/c4e/240_240_1/KEY-195EL-priwie.jpg;;html;klyuchnitsa-key-195el;html;https://www.safe.ru/upload/iblock/a6e/KEY-195EL.JPG;"<div class=""text-block""><p>Предназначены для упорядоченного размещения и защиты от несанкционированного использования ключей.</p><br/><ul><br/><li>Размещаются стационарно на стене, в корпусе предусмотрены отверстия для крепления</li><br/><li>Изготовлены из стали 0,9 мм</li><br/><li>Оснащены металлическими крючками для навешивания ключей</li><br/><li>Кодовый электронный замок PLS-3.2</li><br/><li>Количество крючков для ключей - 195 шт.</li><br/><li>В комплект ключниц входят пластиковые цветные брелоки, рассчитанные на количество ключей и самоклеящиеся номерки</li><br/></ul> </div>";https://www.safe.ru/upload/iblock/c4e/KEY-195EL-priwie.jpg;https://yarskmebel.tmweb.ru/upload/docs/Отказное письмо Ключница KEY-195EL.pdf;600;355;98;9.8;;серый полуматовый (RAL 7038);порошковое;1 год;ПРОМЕТ;;;;;Другая продукция;Ключницы;Ключницы с кодовым замком AIKO KEY EL;16 265;RUB
1810;Ключница KEY-10 G;https://www.safe.ru/upload/iblock/9e3/9e351105b981a25c2306469443f7630a.jpg;;html;klyuchnitsa-key-10-g;html;https://www.safe.ru/upload/iblock/854/8547ff631bcbb02343df3c8b51a12e01.jpg;"<div class=""text-block""><p>Предназначены для упорядоченного размещения и защиты от несанкционированного использования ключей.</p><ul><li>Размещаются стационарно на стене, в корпусе предусмотрены отверстия для крепления</li><li>Изготовлены из стали 0,9 мм</li><li>Оснащены металлическими крючками для навешивания ключей и прозрачной дверцей</li><li>Ключевой замок</li><li>Количество крючков для ключей - 10шт.</li><li>В комплект ключниц входят пластиковые цветные брелоки, рассчитанные на количество ключей и самоклеящиеся номерки</li></ul> </div>";https://www.safe.ru/upload/iblock/9e3/9e351105b981a25c2306469443f7630a.jpg;https://yarskmebel.tmweb.ru/upload/docs/Отказное письмо Ключница KEY-10 G.pdf;302;200;40;1.8;;;;;;;;;;Другая продукция;Ключницы;Ключницы со стеклянной дверцей AIKO KEY G;1 585;RUB
1810;Ключница KEY-10 G;https://www.safe.ru/upload/iblock/9e3/9e351105b981a25c2306469443f7630a.jpg;;html;klyuchnitsa-key-10-g;html;https://www.safe.ru/upload/iblock/854/8547ff631bcbb02343df3c8b51a12e01.jpg;"<div class=""text-block""><p>Предназначены для упорядоченного размещения и защиты от несанкционированного использования ключей.</p><ul><li>Размещаются стационарно на стене, в корпусе предусмотрены отверстия для крепления</li><li>Изготовлены из стали 0,9 мм</li><li>Оснащены металлическими крючками для навешивания ключей и прозрачной дверцей</li><li>Ключевой замок</li><li>Количество крючков для ключей - 10шт.</li><li>В комплект ключниц входят пластиковые цветные брелоки, рассчитанные на количество ключей и самоклеящиеся номерки</li></ul> </div>";https://www.safe.ru/upload/iblock/39f/39fb36566f56dfd24d53e82d716930a1.jpg;https://yarskmebel.tmweb.ru/upload/docs/Отказное письмо Ключница KEY-10 G.pdf;302;200;40;1.8;;;;;;;;;;Другая продукция;Ключницы;Ключницы со стеклянной дверцей AIKO KEY G;1 585;RUB
1810;Ключница KEY-10 G;https://www.safe.ru/upload/iblock/9e3/9e351105b981a25c2306469443f7630a.jpg;;html;klyuchnitsa-key-10-g;html;https://www.safe.ru/upload/iblock/854/8547ff631bcbb02343df3c8b51a12e01.jpg;"<div class=""text-block""><p>Предназначены для упорядоченного размещения и защиты от несанкционированного использования ключей.</p><ul><li>Размещаются стационарно на стене, в корпусе предусмотрены отверстия для крепления</li><li>Изготовлены из стали 0,9 мм</li><li>Оснащены металлическими крючками для навешивания ключей и прозрачной дверцей</li><li>Ключевой замок</li><li>Количество крючков для ключей - 10шт.</li><li>В комплект ключниц входят пластиковые цветные брелоки, рассчитанные на количество ключей и самоклеящиеся номерки</li></ul> </div>";https://www.safe.ru/upload/iblock/94c/94c7432f1c1b39000d0170282541664b.jpg;https://yarskmebel.tmweb.ru/upload/docs/Отказное письмо Ключница KEY-10 G.pdf;302;200;40;1.8;;;;;;;;;;Другая продукция;Ключницы;Ключницы со стеклянной дверцей AIKO KEY G;1 585;RUB
1810;Ключница KEY-10 G;https://www.safe.ru/upload/iblock/9e3/9e351105b981a25c2306469443f7630a.jpg;;html;klyuchnitsa-key-10-g;html;https://www.safe.ru/upload/iblock/854/8547ff631bcbb02343df3c8b51a12e01.jpg;"<div class=""text-block""><p>Предназначены для упорядоченного размещения и защиты от несанкционированного использования ключей.</p><ul><li>Размещаются стационарно на стене, в корпусе предусмотрены отверстия для крепления</li><li>Изготовлены из стали 0,9 мм</li><li>Оснащены металлическими крючками для навешивания ключей и прозрачной дверцей</li><li>Ключевой замок</li><li>Количество крючков для ключей - 10шт.</li><li>В комплект ключниц входят пластиковые цветные брелоки, рассчитанные на количество ключей и самоклеящиеся номерки</li></ul> </div>";https://www.safe.ru/upload/iblock/9e3/9e351105b981a25c2306469443f7630a.jpg;https://yarskmebel.tmweb.ru/upload/docs/Отказное письмо Ключница KEY-10 G.pdf;302;200;40;1.8;;;;;;;;;;Другая продукция;Ключницы;Ключницы со стеклянной дверцей AIKO KEY G;1 585;RUB
1811;Ключница KEY-20 G;https://www.safe.ru/upload/iblock/5d1/5d120ba217a2834ea2a26531be47f5e3.jpg;;html;klyuchnitsa-key-20-g;html;https://www.safe.ru/upload/iblock/6b6/6b6ab5ed2a186711bbf1720b0885c694.jpg;"<div class=""text-block""><p>Предназначены для упорядоченного размещения и защиты от несанкционированного использования ключей.</p><ul><li>Размещаются стационарно на стене, в корпусе предусмотрены отверстия для крепления</li><li>Изготовлены из стали 0,9 мм</li><li>Оснащены металлическими крючками для навешивания ключей и прозрачной дверцей</li><li>Ключевой замок</li><li>Количество крючков для ключей - 20шт.</li><li>В комплект ключниц входят пластиковые цветные брелоки, рассчитанные на количество ключей и самоклеящиеся номерки</li></ul> </div>";https://www.safe.ru/upload/iblock/5d1/5d120ba217a2834ea2a26531be47f5e3.jpg;https://yarskmebel.tmweb.ru/upload/docs/Отказное письмо Ключница KEY-20 G.pdf;302;367;40;2.4;;;;;;;;;;Другая продукция;Ключницы;Ключницы со стеклянной дверцей AIKO KEY G;2 675;RUB
1811;Ключница KEY-20 G;https://www.safe.ru/upload/iblock/5d1/5d120ba217a2834ea2a26531be47f5e3.jpg;;html;klyuchnitsa-key-20-g;html;https://www.safe.ru/upload/iblock/6b6/6b6ab5ed2a186711bbf1720b0885c694.jpg;"<div class=""text-block""><p>Предназначены для упорядоченного размещения и защиты от несанкционированного использования ключей.</p><ul><li>Размещаются стационарно на стене, в корпусе предусмотрены отверстия для крепления</li><li>Изготовлены из стали 0,9 мм</li><li>Оснащены металлическими крючками для навешивания ключей и прозрачной дверцей</li><li>Ключевой замок</li><li>Количество крючков для ключей - 20шт.</li><li>В комплект ключниц входят пластиковые цветные брелоки, рассчитанные на количество ключей и самоклеящиеся номерки</li></ul> </div>";https://www.safe.ru/upload/iblock/0bd/0bd019ee0f93f60b97ef06001366ca97.jpg;https://yarskmebel.tmweb.ru/upload/docs/Отказное письмо Ключница KEY-20 G.pdf;302;367;40;2.4;;;;;;;;;;Другая продукция;Ключницы;Ключницы со стеклянной дверцей AIKO KEY G;2 675;RUB
